PC1,PC2,PC3,PC4,player,team,cluster,Market value,position,dob,Market value (M)
-4.549314278635348,-0.637640263092033,-0.0034606029209180715,-0.8076415144831098,Agon Mehmeti,Örebro SK,5,€250Th.,Centre-Forward,1989-11-20,0.25
-4.621415857579588,-0.8886563298822675,0.4254717200956061,-0.8340227997408958,Ahmed Awad,Östersunds FK,5,€150Th.,Centre-Forward,1992-06-01,0.15
-3.005803629483457,-1.8969459878660664,2.1789802574531056,-1.1513858591679473,Ahmed Qasem,IF Elfsborg,5,€250Th.,Right Winger,2003-07-12,0.25
-0.6559991815584036,0.034593683547972015,-1.1366743979482485,-1.2015813191308027,Aimar Sher,Hammarby IF,7,€1.20m,Central Midfield,2002-12-20,1.2
2.047824501149184,-3.3734842875498985,-0.956558874392325,3.1204703270437566,Akinkunmi Ayobami Amoo,Hammarby IF,6,€3.00m,Right Winger,2002-06-07,3.0
2.8174011955228235,3.3192988863539954,-1.3208476602421193,-1.0191587556635373,Albert Ejupi,Varbergs BoIS,3,€400Th.,Central Midfield,1992-08-28,0.4
1.9570602124258487,-4.145785106152071,1.163728219811914,1.4100678066129395,Albin Mörfelt,Varbergs BoIS,6,€250Th.,Right Winger,2000-01-10,0.25
3.5987265452098987,2.083469500049191,0.15260280823332104,-1.3213348298509728,Albin Winbo,Varbergs BoIS,8,€250Th.,Central Midfield,1997-10-27,0.25
-3.3758830688096446,-0.9205998516284236,1.649552872656431,-1.7762927054517974,Albion Ademi,Djurgårdens IF,5,€200Th.,Left Winger,1999-02-19,0.2
-3.7502923473058103,4.45992262945587,2.6127765092680177,1.4494190513124567,Aleksandr Vasiutin,Djurgårdens IF,2,€700Th.,Goalkeeper,1995-03-04,0.7000000000000001
1.1287496536946058,-3.535248508620552,1.7053499209526792,0.5803549852494023,Alexander Bernhardsson,IF Elfsborg,6,€150Th.,Left Winger,1998-09-08,0.15
-4.673998869080151,0.14428295062508,0.03883909954729003,-1.1098969367274005,Alexander Berntsson,Halmstads BK,5,€150Th.,Centre-Back,1996-03-30,0.15
-0.06384849590073999,-0.11029628109713924,-2.914304798229254,-0.3378658234969564,Alexander Faltsetas,BK Häcken,7,€200Th.,Defensive Midfield,1987-07-04,0.2
0.6581968964561008,-0.5635580538797074,-2.7662827427242025,-0.07836201399543966,Alexander Fransson,IFK Norrköping,7,€1.00m,Central Midfield,1994-04-02,1.0
4.069666499688543,-1.355434287902701,1.7713287403905966,-1.8666889148454295,Alexander Jallow,IFK Göteborg,6,€1.00m,Right-Back,1998-03-03,1.0
-1.127988785489012,-3.284508806179361,-0.9154697892759253,3.3499430285162415,Alexander Jeremejeff,BK Häcken,4,€800Th.,Centre-Forward,1993-10-12,0.8
-5.111781590947701,-0.38636830612360373,0.2752917760462365,-0.7501175938723736,Alexander Johansson,Halmstads BK,5,€50Th.,Centre-Forward,2000-01-27,0.05
5.386883481456824,-2.7899353702800007,1.8801935870622375,-1.7223765472101207,Alexander Johansson,Varbergs BoIS,6,€200Th.,Left Winger,1995-10-30,0.2
0.37270652191198567,3.4599035784607204,-1.6126406190714375,-0.22524221382491594,Alexander Milošević,AIK Solna,3,€700Th.,Centre-Back,1992-01-30,0.7000000000000001
-4.05952099349383,3.06784947359984,1.6794491873259758,0.5828090946811798,Alfie Malik Whiteman,Degerfors IF,2,,Goalkeeper,1998-10-02,
1.714011342603929,-0.16483167610712637,-4.019248222012679,0.6432303666094794,Alhassan Yusuf Abdullahi,IFK Göteborg,8,€1.50m,Central Midfield,2000-07-18,1.5
-1.8739688051002341,-4.190533207272087,0.8455369522103867,2.269545109627068,Ali Youssef,BK Häcken,4,€400Th.,Left Winger,2000-08-05,0.4
-2.702643587914086,-2.0014985926401727,1.4640051149978521,-0.23338028372977407,Aljosa Matko,Hammarby IF,5,€1.00m,Right Winger,2000-03-29,1.0
-2.075588415830973,7.535986196628445,3.946341436114764,3.3042138503897975,Aly Keita,Östersunds FK,2,€300Th.,Goalkeeper,1986-12-08,0.3
-1.3035054901683367,-3.2048335504990457,-0.05332964827640698,1.6750161367369698,Amin Sarr,Mjällby AIF,4,€450Th.,Centre-Forward,2001-03-11,0.45
10.233976052454679,4.303932560139302,0.1462462361802806,-0.8176905017381019,Amir Al-Ammari,Halmstads BK,8,€500Th.,Central Midfield,1997-07-27,0.5
8.516061861767549,-1.9769485282311292,1.4069282797448663,1.6121111728681305,Anders Bleg Christiansen,Malmö FF,8,€2.50m,Central Midfield,1990-06-08,2.5
5.932192367474103,-1.410061435373444,-0.25453000800422615,-1.294768587688216,Andreas Bengtsson,Halmstads BK,8,€350Th.,Left-Back,1996-02-22,0.35000000000000003
2.879905632715223,0.29471875362054967,-0.4162153741203484,0.373998587859917,Andreas Blomqvist,Mjällby AIF,8,€300Th.,Central Midfield,1992-05-05,0.3
2.251701787999162,3.688624335675177,-2.2849031575783885,-0.6137556669335971,Andreas Johansson,Halmstads BK,3,€100Th.,Centre-Back,1982-03-10,0.1
1.0523973815177194,5.619445097524836,0.09125160957121736,0.4309432146293528,Andreas Skovgaard Larsen,Örebro SK,3,€700Th.,Centre-Back,1997-03-27,0.7000000000000001
4.665453991652155,1.4468655057474755,-2.1977128931711367,0.30730268189665144,Andrè Ibsen Rømer,IF Elfsborg,8,€700Th.,Defensive Midfield,1993-07-18,0.7000000000000001
-4.101726711577256,-1.6148225949013046,0.2519383717859834,0.0831170459999185,André Boman,Varbergs BoIS,5,€50Th.,Central Midfield,2001-11-15,0.05
0.8792000194456846,3.2144290528777235,-2.160378133978048,-0.5622721714572132,Anel Ahmedhodzic,Malmö FF,3,€4.00m,Centre-Back,1999-03-26,4.0
-5.372910250965025,-0.18115934849818427,0.1341671324131864,-1.4239659280699375,Anton Ingves,Örebro SK,5,€25Th.,Central Midfield,2001-07-16,0.025
0.42954351519760653,-1.2681424986461816,-0.712615155460688,-0.5381998876841645,Anton Kralj,Degerfors IF,1,€400Th.,Left-Back,1998-03-12,0.4
5.409743277556949,-1.3601339126360712,0.47016186789338027,0.4510034181370218,Anton Liljenbäck,Varbergs BoIS,8,€400Th.,Right Midfield,1995-02-21,0.4
-2.319914560815884,-1.8700805615658247,0.5355223335999247,0.08136055320165407,Antonio Mirko Colak,Malmö FF,4,€3.00m,Centre-Forward,1993-09-17,3.0
5.776344768274382,0.27401396815541657,-1.4881703282506287,-0.4125912044800466,Ari Freyr Skúlason,IFK Norrköping,8,€300Th.,Central Midfield,1987-05-14,0.3
11.342357147323956,2.0102511902094315,1.8596460001584332,-1.2508558813713002,Aslak Fonn Witry,Djurgårdens IF,8,€1.50m,Right-Back,1996-03-10,1.5
-1.6752231788718968,-2.8409519977050293,0.6645955261644366,1.0361294653701225,Astrit Selmani,Hammarby IF,4,€1.20m,Centre-Forward,1997-05-13,1.2
-4.689356481648429,1.6455640169511325,1.1767114504364573,-0.2941527343488811,August Ahlin,IK Sirius,2,,Goalkeeper,1997-04-06,
-0.5986794333782521,0.16467146984521472,-2.0194029947234675,-0.036457420859980154,August Erlingmark,IFK Göteborg,7,€1.00m,Defensive Midfield,1998-04-22,1.0
-2.93970825901758,5.407810205062021,2.629643982537552,1.7385466204325843,August Strömberg,Varbergs BoIS,2,€150Th.,Goalkeeper,1992-02-28,0.15
4.667078174068486,-2.8558730675345347,2.297168003499829,-0.5599578112640665,Axel Björnström,IK Sirius,6,€500Th.,Left-Back,1995-09-10,0.5
-4.911617623410438,-0.14829664543152649,-0.17206570293976242,-1.5047523358139558,Axel Sjöberg,Hammarby IF,5,€50Th.,Right-Back,2000-04-12,0.05
-5.3346853571494055,-0.21148191701079877,0.19881010240511235,-1.3721783178824816,Bayere Junior Loue,Hammarby IF,5,€200Th.,Centre-Forward,2001-01-14,0.2
3.3583776909222465,3.6716159654448135,-0.8672985543421742,-0.2600574187309336,Benjamin Hjertstrand,Örebro SK,3,€300Th.,Left-Back,1994-01-22,0.3
-3.9999863349917666,0.5610527199278537,-0.15802191335681284,-0.9876856160398637,Bernardo Vilar Estevão Jeronimo,IFK Göteborg,5,,Centre-Back,1998-02-12,
3.0315506973637207,1.6925071868873498,-2.7117606129759517,-0.9012610361247972,Bilal Hussein,AIK Solna,8,€1.20m,Central Midfield,2000-04-22,1.2
0.4707618850538565,1.4260737636532574,-2.2835740345221307,-0.7124852348686074,Björn Paulsen,Hammarby IF,7,€500Th.,Centre-Back,1991-07-02,0.5
-2.7387707669847003,-1.747866192244348,0.04235899069032249,-0.026404217646002332,Blair Sebastian Turgott,Östersunds FK,4,€500Th.,Centre-Forward,1994-05-22,0.5
-4.079629673993912,3.2397647965222673,1.827835812628172,0.7865182528927087,Bobby Allain,Örebro SK,2,€400Th.,Goalkeeper,1991-11-28,0.4
-3.3395432634940962,-1.816471226578561,-0.33572111573677454,0.7381417915487481,Bojan Radulovic Samoukovic,AIK Solna,4,€200Th.,Centre-Forward,1999-12-29,0.2
-0.5544006046279327,0.47002795247581997,-2.863850469805426,-1.0559670808612902,Bonke Innocent,Malmö FF,7,€600Th.,Defensive Midfield,1996-01-20,0.6
-3.2824642406855054,5.806505313204838,3.136897435748874,2.310568831111657,Budimir Janosevic,AIK Solna,2,€300Th.,Goalkeeper,1989-10-21,0.3
-0.4065324672274236,-3.706280773379691,0.941101689392485,1.965063312699225,Bénie Adama Traore,BK Häcken,4,€1.20m,Right Winger,2002-11-30,1.2
-2.7286923292255483,-1.7680969470112173,-0.1010747630991688,0.2648586979163801,Carl Björk,IFK Norrköping,4,€200Th.,Centre-Forward,2000-01-19,0.2
4.6686212190790535,1.5274617094037155,-2.8883315746923035,0.2603443285835168,Carl Gustafsson,Kalmar FF,8,€400Th.,Central Midfield,2000-03-18,0.4
0.7029444094110037,2.2177360500362395,-2.397277278617932,-0.6657974630091543,Carl Johansson,IFK Göteborg,3,€400Th.,Centre-Back,1994-05-23,0.4
-2.67673669660073,6.845633745804754,3.509118019754696,2.8251702862568564,Carljohan Eriksson,Mjällby AIF,2,€350Th.,Goalkeeper,1995-04-25,0.35000000000000003
-1.9366202954161873,2.057290018852104,-1.2337267673748875,-0.9908183283921747,Carlos Moros Gracia,Mjällby AIF,7,€150Th.,Centre-Back,1993-04-15,0.15
9.16635571561552,4.857377119330413,0.7682620915246728,-0.30917449660047625,Charlie Colkett,Östersunds FK,8,€300Th.,Central Midfield,1996-09-04,0.3
-4.3335050640458865,-1.2285971995752085,0.6940738389780546,-0.6003648183633389,Christian Kouakou,IK Sirius,5,€400Th.,Centre-Forward,1995-04-20,0.4
-3.616967025795804,-1.7768996361257068,-0.8228206074959846,0.9012125551847948,Christoffer Nyman,IFK Norrköping,4,€1.50m,Centre-Forward,1992-10-05,1.5
0.4847219508233298,3.1077194130369694,-0.5678418242234244,-0.00017863319673779384,Christopher Mc Vey,IF Elfsborg,3,€250Th.,Right-Back,1997-04-12,0.25
-0.1254203955023457,-0.8431629857215079,0.04831891755671057,-1.028387096346921,Christopher Rasmus Nilsson Telo,IFK Norrköping,1,€150Th.,Left Midfield,1989-11-04,0.15
5.123138145349188,-0.6997356447562804,-3.4945442016155512,1.618125782572287,Christos Gravius,Degerfors IF,8,€300Th.,Central Midfield,1997-10-14,0.3
-1.7072511229023135,0.06395506323562188,-0.16603187388170323,-1.4922056398656656,Curtis Edwards,Djurgårdens IF,7,€450Th.,Central Midfield,1994-01-12,0.45
-2.563229008932439,0.778834324517738,-0.6986302927486759,-0.24987189469681653,Daan Klinkenberg,Mjällby AIF,7,€300Th.,Centre-Back,1996-01-12,0.3
2.9134886724465843,-4.213260482848353,-0.9732616193328174,2.538490566904524,Daleho Irandust,BK Häcken,6,€2.00m,Attacking Midfield,1998-06-04,2.0
0.5261074407395249,-3.40025933577566,1.6139194319505934,0.7718055993738974,Daniel Björnkvist,Örebro SK,1,€200Th.,Right-Back,1989-01-08,0.2
-3.1782964457679177,0.14916577666497746,-1.2064357214736126,-0.840980352361426,Daniel Janevski,Degerfors IF,5,€250Th.,Centre-Back,1992-10-03,0.25
8.964538623787975,-1.01987448513869,-1.6172493760215327,2.045462044460782,Darijan Bojanic,Hammarby IF,8,€1.00m,Central Midfield,1994-12-28,1.0
-3.149933103973585,-1.3144868294796865,0.2176834718635669,0.1410116506314161,David Accam,Hammarby IF,5,€400Th.,Right Winger,1990-09-28,0.4
10.553003871717305,0.5263508352075335,2.6060868795904004,-1.6145331939456444,David Löfquist,Mjällby AIF,8,€200Th.,Defensive Midfield,1986-08-06,0.2
-3.9313730682244254,2.612444619502188,1.417964610141599,0.08550727772816615,David Mitov Nilsson,IK Sirius,2,€350Th.,Goalkeeper,1991-01-12,0.35000000000000003
-4.079991920653434,2.5829953060467137,1.654178344966857,0.16601646702417042,David Ousted,Hammarby IF,2,€400Th.,Goalkeeper,1985-02-01,0.4
4.211121224115879,-2.120795068549056,1.0835914223894545,0.21430708297497975,David Seger,Örebro SK,6,€400Th.,Right Midfield,1999-07-15,0.4
-5.150014898597432,-0.45431299814478976,-0.04799867075951754,-0.7944984049465895,Dean Solomons,Varbergs BoIS,5,€50Th.,Centre-Back,1999-02-22,0.05
-0.7054831915010333,-1.8311337097054068,-1.098334458329963,1.2608268292987266,Deniz Hümmet,Örebro SK,4,€500Th.,Centre-Forward,1996-09-13,0.5
-0.11456379070786492,-2.826676737329069,1.0285894090220558,-0.148848908912627,Dennis Collander,Örebro SK,1,€500Th.,Central Midfield,2002-05-09,0.5
-4.750776106614544,0.061282060641380746,0.13365279682945694,-1.3089595165390238,Dennis Widgren,Hammarby IF,5,€400Th.,Left-Back,1994-03-28,0.4
3.8660673092840443,0.6543005086221668,-1.1715263265125746,-0.28508267063799175,Dennis Widgren,IK Sirius,8,€400Th.,Left-Back,1994-03-28,0.4
-2.2255229166246875,-0.6188784168837546,-2.3152931699385997,0.23922629890501818,Des Kunst,Varbergs BoIS,7,€300Th.,Left Winger,1999-10-12,0.3
-4.7796936842525035,-0.5017093330428085,0.18901373237687547,-1.2543624353023606,Dino Salihovic,IFK Norrköping,5,€25Th.,Right Midfield,2002-12-02,0.025
1.352675373755803,2.6809954167254095,-3.659556277083329,-0.4616147410464619,Douglas Bergqvist,Kalmar FF,3,€400Th.,Centre-Back,1993-03-29,0.4
-5.408607261964525,-0.2832275632489621,0.23026827941920736,-1.1973936246018313,Dusan Djuric,Halmstads BK,5,€100Th.,Central Midfield,1984-09-16,0.1
-3.4559892675333415,-0.01923008068691143,-0.7335861487689697,-1.1819097341490437,Ebenezer Ofori,AIK Solna,5,€400Th.,Defensive Midfield,1995-07-01,0.4
-3.2669078920031382,-1.8258894185083385,0.3696932170720102,-0.16136426593669917,Edi Sylisufaj,IK Sirius,5,€500Th.,Centre-Forward,2000-03-08,0.5
8.273238265493786,-0.8321780769499989,1.7563577353161175,-2.1257889418512375,Edvin Kurtulus,Halmstads BK,8,€400Th.,Right-Back,2000-03-05,0.4
-1.0304419792815227,-2.9162355976623036,1.4812384172139996,0.32833519678469014,Edward Chilufya,Djurgårdens IF,1,€1.50m,Right Winger,1999-09-17,1.5
-5.442295045611791,-0.22111503287885426,0.3092500426649587,-1.3647302532767738,Egzon Binaku,IFK Norrköping,5,€150Th.,Left-Back,1995-08-27,0.15
0.8674358481454417,5.15001400649221,-0.3232337282602394,0.47615612649774947,Eirik Haugan,Östersunds FK,3,€700Th.,Centre-Back,1997-08-27,0.7000000000000001
-5.18292686605155,-0.3091297852655573,0.3939432674456879,-1.447127790798554,Ekin Bulut,IK Sirius,5,€100Th.,Centre-Forward,1996-09-27,0.1
-4.766381503141811,-0.3950813693477824,0.5423366514082291,-1.0873639713084255,Elias Andersson,Djurgårdens IF,5,€400Th.,Central Midfield,1996-01-31,0.4
12.52862376867131,2.877387537899,2.187858291379036,0.09019997536315888,Elias Andersson,Mjällby AIF,8,€400Th.,Central Midfield,1996-01-31,0.4
-4.0958380090484185,0.07934664236664965,-0.6491541505827528,-1.120194845996592,Elias Olsson,Kalmar FF,5,€200Th.,Centre-Back,2003-04-23,0.2
10.051081407961453,2.9816606327391946,1.2432158873501458,-1.1173119631981616,Elliot Käck,Djurgårdens IF,8,€700Th.,Left-Back,1989-09-18,0.7000000000000001
-0.2620243121840708,-1.7733481095003967,0.3917045164258183,-0.11553520359100435,Emil Tot Wikström,Halmstads BK,1,€250Th.,Left Midfield,1999-10-10,0.25
-5.147169275187784,-0.328688181806554,0.14508247572586477,-1.268869650065004,Emin Nouri,Kalmar FF,5,€100Th.,Right-Back,1985-07-22,0.1
-5.244627419944118,-0.35690214716371355,0.21048205792730654,-1.2281289038851158,Emir Kujovic,Djurgårdens IF,5,€300Th.,Centre-Forward,1988-06-22,0.3
-1.3401321487310678,3.1274675544904706,-0.4920358039336731,-1.0873066024305913,Emmanuel Boateng,IF Elfsborg,7,,Central Midfield,1997-06-17,
-0.9773138942841864,-0.4294034652440401,0.20651000327605404,-0.08209867877895181,Emmanuel Justine Rabby Banda,Djurgårdens IF,1,€200Th.,Central Midfield,1997-09-29,0.2
-1.6397952195736991,0.997725351618381,-1.5019291563510773,-1.1185194856487581,Enock Kofi Adu,Mjällby AIF,7,€350Th.,Defensive Midfield,1990-09-14,0.35000000000000003
3.482520460998238,0.9615029527499802,-0.32650175466121895,0.08474345363126641,Erdal Rakip,Malmö FF,8,€900Th.,Central Midfield,1996-02-13,0.9
-0.04217812508702116,3.4034379456326675,-0.7343976343291008,1.0166538740422333,Eric Björkander,Mjällby AIF,3,€700Th.,Centre-Back,1996-06-11,0.7000000000000001
2.9263609985604533,-0.17618783751603767,-0.2118840319319248,-0.974124841346357,Eric Larsson,Malmö FF,8,€1.20m,Right-Back,1991-07-15,1.2
4.9619141730859795,-1.875176813784046,2.7160499759644265,-2.085147430334158,Erick Ouma Otieno,AIK Solna,6,€800Th.,Left-Back,1996-09-27,0.8
-2.058554178873354,-1.7814465248083187,0.42233715514756304,0.2969462469685946,Erik Ahlstrand,Halmstads BK,4,€200Th.,Central Midfield,2001-10-14,0.2
-0.38595877035053433,-3.2723835363957474,-2.7299091957482613,3.805962184264987,Erik Björndahl,Örebro SK,4,€200Th.,Centre-Forward,1990-07-13,0.2
8.07032756330085,4.7089903573901655,-3.8947137312109814,-1.0552971040019463,Erik Friberg,BK Häcken,8,€200Th.,Defensive Midfield,1986-02-10,0.2
-4.116000581987944,-1.1729494937743408,-1.0455726361798694,0.30942226936969885,Erik Israelsson,Kalmar FF,5,€100Th.,Central Midfield,1989-02-25,0.1
4.104860064904883,-3.480445391985994,3.001265492345809,-0.17361722700179774,Erik Lindell,Degerfors IF,6,€250Th.,Right Midfield,1996-02-14,0.25
-2.4803524210289356,-2.2759513524816506,1.0856775165574397,0.06973414906105685,Erik Ring,AIK Solna,4,€200Th.,Left Winger,2002-04-24,0.2
-0.12521458966526358,0.27993818184155084,-0.6798759768342575,-1.540369184589313,Felix Beijmo,Malmö FF,7,€700Th.,Right-Back,1998-01-31,0.7000000000000001
8.530793282797186,-1.3823199626332154,3.656928667477832,-1.372293055406574,Felix Hörberg,Östersunds FK,8,€600Th.,Right Midfield,1999-05-19,0.6
-2.2691589268113317,-1.115040601157251,1.2451789943375127,-1.492149944648814,Ferhad Ayaz,Degerfors IF,5,€400Th.,Defensive Midfield,1994-10-10,0.4
-4.039978596977021,0.354548748049642,0.7227870207511762,-1.6110404956540256,Filip Ambroz,IFK Göteborg,5,,Central Midfield,2003-12-01,
0.5420083714367835,-1.6441865715851924,-1.0666782600991944,0.0629213028858594,Filip Rogic,AIK Solna,1,€600Th.,Central Midfield,1993-06-14,0.6
-1.7990790171060174,-2.9469351374445574,0.5707745313839675,1.390431621760281,Filip Sachpekidis,Kalmar FF,4,€300Th.,Centre-Forward,1997-07-03,0.3
-4.563565743272222,-0.8634181568344989,0.185652089610735,-0.6766524508386927,Francis Jno-Baptiste,Östersunds FK,5,€200Th.,Centre-Forward,1999-11-08,0.2
-1.526471609939708,0.22053144833054056,-0.9974519069467052,-0.6181690392192233,Frank Arhin,Östersunds FK,7,€250Th.,Central Midfield,1999-02-16,0.25
-3.2639365217325342,0.5759630138436865,0.14633493165531805,-0.5566340117404249,Franklin Degaulle Tebo Uchenna,BK Häcken,5,,Centre-Back,2000-01-15,
-1.7695657628719768,1.902609615266304,-1.3254040461613583,-1.0160089467502182,Franz Brorsson,Malmö FF,7,€700Th.,Centre-Back,1996-01-30,0.7000000000000001
5.586481742933338,1.1735215629522875,-0.6227171102788116,0.4077763815999125,Frederik Holst,IF Elfsborg,8,€800Th.,Central Midfield,1994-09-24,0.8
4.375657721595094,0.11939278491442122,2.261603680633231,-2.005395697271024,Gideon Mensah,Varbergs BoIS,8,€200Th.,Centre-Back,2000-10-09,0.2
1.715748343318495,-1.358067182322832,-0.06972892780782255,-0.7250251950535855,Godswill Ekpolo,BK Häcken,1,€1.00m,Centre-Back,1995-05-14,1.0
-4.394400745024143,0.8178916250021244,0.3442976059101547,-1.0965391737827859,Gustaf Lagerbielke,IF Elfsborg,5,,Centre-Back,2000-04-10,
-2.106999668829297,-1.3565142264377488,0.02310793070306807,-0.586413818715205,Gustaf Norlin,IFK Göteborg,1,€500Th.,Right Winger,1997-01-09,0.5
2.2208264363433634,-0.3569867026253148,-3.056666507866505,0.6719138105768026,Gustav Berggren,BK Häcken,8,€1.00m,Defensive Midfield,1997-09-07,1.0
-0.6869109488224976,0.17367236570183334,-1.0749867702776428,-0.11598623326293143,Gustav Granath,Degerfors IF,7,€250Th.,Centre-Back,1997-02-15,0.25
0.902720516835514,-3.332578742944895,0.482172694124729,1.3902980548511872,Gustav Ludwigson,Hammarby IF,1,€1.20m,Left Winger,1993-10-20,1.2
-0.7647429674275603,-0.4107856653230132,-2.8887506734001076,0.2268282441486577,Gustav Svensson,IFK Göteborg,7,€300Th.,Defensive Midfield,1987-02-07,0.3
0.760797731354154,0.8745462924003357,-0.9516939408170014,-0.0496122952086159,Hampus Finndell,Djurgårdens IF,7,€750Th.,Central Midfield,2000-06-06,0.75
-0.8625268453956733,1.52463826434536,-0.5736713421083057,-0.6399880822602251,Hampus Zackrisson,Varbergs BoIS,7,€300Th.,Centre-Back,1994-08-24,0.3
-4.376504924172258,2.0033040367953725,1.362011528982508,-0.28841593982164254,Hannes Sveijer,IK Sirius,2,€150Th.,Goalkeeper,2002-04-28,0.15
2.4513299306707523,-1.9601831053431533,0.4204860615228356,0.9627538491598787,Haris Radetinac,Djurgårdens IF,6,€200Th.,Left Winger,1985-10-28,0.2
-1.9287631620915342,-2.8311094846207743,-0.1474600744974345,1.5283434175881112,Henok Goitom,AIK Solna,4,€300Th.,Centre-Forward,1984-09-22,0.3
-1.000813753326947,-0.9441655223544433,-0.3102194252559384,-0.3972709984385521,Henrik Bellman,Östersunds FK,1,€300Th.,Right Midfield,1999-03-24,0.3
-1.300145840768585,1.5676895848303363,-1.807103890648086,-0.7584247127030801,Henrik Castegren,IFK Norrköping,7,€700Th.,Centre-Back,1996-03-28,0.7000000000000001
-2.271928389860427,0.7140787692935044,-1.5959937262206996,-1.6121646155092244,Henrik Löfkvist,Kalmar FF,7,€250Th.,Centre-Back,1995-05-05,0.25
-4.5490964292467915,-0.5121007570215295,0.38504912056896645,-1.3721576735904024,Herman Sjögrell,IK Sirius,5,€50Th.,Right Winger,2001-05-08,0.05
-1.017733622377052,1.2480476252488466,-3.031165822342863,-0.9421721620153941,Hjalmar Ekdal,Djurgårdens IF,7,€1.20m,Centre-Back,1998-10-21,1.2
2.7418122901337494,-5.917131184108415,2.4421163516778153,1.8474062180317026,Hosam Aiesh,IFK Göteborg,6,€500Th.,Right Winger,1995-04-14,0.5
4.355398234400973,-0.9118995466904651,1.8140595096865997,-1.034470846163075,Hussein Ali,Örebro SK,8,€500Th.,Right-Back,2002-03-01,0.5
-1.472109551029641,11.519330818961619,6.115687751181451,6.2290014399912295,Hákon Valdimarsson,IF Elfsborg,2,€50Th.,Goalkeeper,2001-10-13,0.05
-3.482432397919645,4.7666578413479055,2.6211846590717425,1.7148442621257938,Ioannis Anestis,IFK Göteborg,2,€800Th.,Goalkeeper,1991-03-09,0.8
-5.090676043244004,-0.19164977148949697,0.3521599061830743,-1.508971405029105,Isak Dahlqvist,IFK Göteborg,5,€50Th.,Right Winger,2001-09-25,0.05
-1.9683319891593993,-2.2411087923536757,-0.1964815864680733,1.7948540337159609,Isak Jansson,Kalmar FF,4,€400Th.,Centre-Forward,2002-01-31,0.4
-4.716159450397261,-0.6002262515796424,-0.1848567682234625,-0.7929931510993877,Isak Magnusson,Kalmar FF,5,€250Th.,Right Winger,1998-06-16,0.25
3.1314225791000374,1.9726880756746237,-1.002785333890695,0.8388023949781147,Isak Ssali Ssewankambo,Östersunds FK,8,€600Th.,Defensive Midfield,1996-02-27,0.6
-4.525531668156764,1.5011510073689898,1.141242111261469,-0.584906519597165,Ismael Diawara,Degerfors IF,5,€400Th.,Goalkeeper,1994-11-11,0.4
-5.239719596825354,0.4877274685212547,0.6945659070727201,-0.9534629217639013,Ismael Diawara,Malmö FF,5,€400Th.,Goalkeeper,1994-11-11,0.4
0.7785283733178332,2.3442466929421433,-1.8784302539735103,0.5004753168364328,Ivan Kričak,Mjällby AIF,3,€400Th.,Centre-Back,1996-07-19,0.4
-0.24688827558503498,-3.091040499015635,-1.6961207668817986,2.916065558362251,Jacob Bergström,Mjällby AIF,4,€500Th.,Centre-Forward,1995-04-26,0.5
-0.48065424370119547,-3.23027526855384,1.1097540779574582,0.3942249593296722,Jacob Ondrejka,IF Elfsborg,1,€650Th.,Left Winger,2002-09-02,0.65
1.9120378609954007,0.12115137178334213,-0.9879408715576474,-1.0247806554807943,Jacob Ortmark,IK Sirius,8,€400Th.,Central Midfield,1997-08-29,0.4
0.9942983688292101,4.224745851872299,-1.8868819873734095,0.4101307654212677,Jacob Une Larsson,Djurgårdens IF,3,€1.80m,Centre-Back,1994-04-08,1.8
